序,地區,認證別,單位名稱,餐廳名稱,性質,電話,地址,經度坐標,緯度坐標,認證單位,備註
61,桃園市Taoyuan City,HK,馺哈有限公司- SAHA料理廚房                Saha LTD.- SAHA Kitchen,-,穆斯林餐             Halal Meal,-253,"桃園市大園區青昇路1段132巷166弄8號4樓                                                         4F., No.8, Aly. 166, Ln. 132, Sec. 1, Qingsheng Rd., Dayuan Dist., Taoyuan City, Taiwan (R.O.C.)",121.2264328,25.0109004,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
62,新竹市      Hinchu      City,MFR MFT,"新竹國賓大飯店(5星級)
The Ambassador Hotel Hsinchu (5 Star)",八方燴西餐廳      Promenade,"西式套餐/早餐/住宿Western Set Meals/Breakfast/
Accommodation",-743,"新竹巿東區中華路2段188號
No.188, Sec. 2, Zhonghua Rd., E. Dist., Hsinchu City, Taiwan (R.O.C.)",120.978266,24.8064019,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
63,新竹縣       Hinchu County,MFR,六福村主題樂園              Leofoo Village Theme Park,阿拉丁餐廳        Aladdin Restaurant,中東料理       Middle Eastern Cuisine,+886-3-547-5665#3410,"新竹縣關西鎮仁安里拱子溝60號
No. 60, Gongzigou, Guanxi Township, Hsinchu County, Taiwan (R.O.C.) ",121.1806029,24.8252393,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
64,新竹縣       Hinchu County,MFR MFT,新竹喜來登大飯店(5星級)                     Sheraton Hsinchu Hotel(5 Star),盛宴自助餐廳                          Feast ,"早午晚餐/住宿
Breakfast & Lunch & Dinner/ Accommodation",-5737,"新竹縣竹北市十興里光明六路東1段265號                                                        No.265, East Sec. 1, Guangmin 6 Rd., Shixing Village., Zhubei City, Hsinchu County,Taiwan (R.O.C.)",121.0287545,24.81974,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
65,苗栗縣       Miaoli County,MFR MFT,"西湖渡假村
West Lake Resortopia",香榭交誼廳          Champs Friendship Room,中西團餐/早餐/住宿Both Chinese & Western Group Meals & Breakfast & Accommodation,-726,"苗栗縣三義鄉西湖村西湖11號
No. 11, Xihu, Sanyi Township, Miaoli County, Taiwan (R.O.C.)",120.761752,24.389642,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
66,苗栗縣       Miaoli County,MFR MFT,"卓也小屋
Zhuo Ye Cottage",附設餐廳              Restaurant,"中式套餐/早餐/住宿Chinese Set Meals/Breakfast/
Accommodation",-228,"苗栗縣三義鄉雙潭村崩山下1-9號
No. 1-9, Bengshanxia, Miaoli County, Taiwan (R.O.C.)",120.795562,24.3914118,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
67,"苗栗縣              
Miaoli County",MFR/MFT,"飛牛牧場
Flying Cow Ranch","樂活餐廳
LOHOS Kitchen","早午晚餐/住宿
Breakfast & Lunch & Dinner/ Accommodation",-2928,"苗栗縣通霄鎮南和里166號
No.166, Nanhe Village, Tongxiao Township, Miaoli County, Taiwan",120.7321211,24.4430314,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
68,臺中市       Taichung City,MR,-,安拿朵利亞土耳其餐廳            Anatolia Turkish Restaurant,土耳其料理  Turkish Cuisine,-3624,"臺中市西區精誠路150號                     No. 150, Jingcheng Rd., W. Dist., Taichung City, Taiwan (R.O.C.)",120.6550279,24.1525614,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
69,臺中市       Taichung City,MFR,,臺中台南?仔麵餐廳   Tainan TAN-TSU-MIEN Restaurant Taichung Branch,海鮮餐                    Sea Food,-10337,"臺中市南屯區大墩路676號                    No.676, Dadun Rd., Nantun Dist., Taichung City, Taiwan (R.O.C.)",120.6499066,24.1514298,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
70,臺中市       Taichung City,MFR MFT,長榮桂冠酒店(臺中)(5星級)   Evergreen Laurel Hotel (Taichung)(5 Star),咖啡廳/俱樂部                           Caf? Laurel/Evergreen Club,中西團餐/早餐/住宿Both Chinese & Western Group Meals & Breakfast & Accommodation,-11419,"臺中市西屯區臺灣大道2段666號                No. 666, Sec. 2, Taiwan Boulevard, Xitun Dist., Taichung City, Taiwan (R.O.C.)",120.6570906,24.1593145,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
71,臺中市           Taichung City,MFR MFT,"臺中兆品酒店
Taichung Maison De Chine Hotel","兆尹樓-3樓兆品廳
Zhao Yin Hall-3F Banquet","早午晚餐/住宿
Breakfast & Lunch & Dinner/ Accommodation",-24257717,"臺中市北屯區后庄路306號
No.306, Houzhuang Rd., Beitun Dist., Taichung City, Taiwan",120.6673634,24.1914239,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
72,臺中市           Taichung City,MFR MFT,星漾商旅-台中中清館  Stay Hotel - Taichung Zhongqing,"真味餐坊
Real Restaurant","中西式套餐/早餐/住宿               Both Chinese & Western Group Meals & Breakfast &
Accommodation",-5214,"臺中市北區中清路一段63號        No.63, Sec.1, Zhongqing Rd.,North Dist.,Taichung City,Taiwan",120.6770607,24.154068,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
73,臺中市       Taichung City,MFT,臺中馥品大飯店(3星級)   Full Spring Hotel Taichung (3 Star),-,早餐/住宿Breakfast & Accommodation,-1496,"臺中市北區漢口路4段86號               No.86, Sec. 4, Hankou Rd., North Dist., Taichung City, Taiwan (R.O.C.)",120.676671,24.166837,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
74,臺中市       Taichung City,MFT,麗加園邸酒店                      Li Chia Royal Garden Hotel,小白宮餐廳    White House Restaurant,早餐/住宿Breakfast & Accommodation,-9004,"臺中市西區公益路111號                           No.111, Gongyi Rd., West Dist., Taichung City, Taiwan (R.O.C.)",120.6663472,24.1507221,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
75,臺中市       Taichung City,MFT,"塔木德─原德館 
Talmud-Yuande","YD廚坊 
YD Restaurant","早餐/住宿 
Breakfast & Accommodation ",-5319,"臺中市西屯區西屯路二段200號 
No.200, Sec. 2, Xitun Rd., Xitun Dist., Taichung City, Taiwan
",120.6495441,24.1681954,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
76,"臺中市           
Taichung City",MFR/MFT,"福容大飯店 麗寶樂園
Fullon Hotel Lihpao Land","J棧餐廳
J San Restaurant","早午晚餐/住宿
Breakfast & Lunch & Dinner/ Accommodation",-4565,"臺中市后里區福容路88號 
(麗寶樂園內-原麗寶月眉育樂世界)
No. 88, Furong Road, Houli Dist, Taichung City 
(In Lihpao Land, former Lihpao Yuemei World) ",120.6965099,24.3236467,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
77,南投縣            Nantou County,MFR,"森十八休閒農場
Forest 18 Leisure Farm",附設餐廳              Restaurant,中式套餐/中式團餐Chinese Set Meals/Chinese Group Meals ,-3187,"南投縣名間鄉田仔村田仔巷16-8號
No. 16-8, Tianzai Ln., Mingjian Township, Nantou County, Taiwan (R.O.C.)",120.674956,23.865896,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
78,南投縣            Nantou County,MFR,九族文化村      Formosan Aboriginal Culture Village,馬雅餐廳            Maya Restaurant,中西式 - 套團餐       Set/ Group Meals of Chinese & Western Foods,-4813,"南投縣魚池鄉大林村金天巷45號                  No.45, Jintian Ln., Yuchi Township, Nantou County, Taiwan (R.O.C.)",120.947866,23.8691608,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
79,南投縣            Nantou County,MFR,-,"蔡記東華食府
TsaiFood Restaurant",中式料理              Chinese Cuisine,-8320,"南投縣埔里鎮信義路1060-1號
No.1060-1, Xinyi Rd., Puli Township, Nantou County, Taiwan",120.9563956,23.971583,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
80,南投縣            Nantou County,MFR MFT,"臺一楓樺卉館-休閒農場(4星級) 
Tai-Yi Ecological Leisure Farm Red Maple Boutique Hotel (4 Star)",南芳宴會廳    South Garden Banquet Hall,中西團餐/早餐/住宿Both Chinese & Western Group Meals & Breakfast & Accommodation,-7310,"南投縣埔里鎮中山路1段176號 
No. 176, Sec. 1, Zhongshan Rd., Puli Township, Nantou County, Taiwan (R.O.C.) ",121.0063382,23.9780667,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
81,南投縣            Nantou County,MFR MFT,"雲品溫泉酒店(5星級)
Fleur De Chine (5 Star)",彩雲軒       Rainbow Cloud,"中式套餐/早餐/住宿Chinese Set Meals/Breakfast/
Accommodation",-6236,"南投縣魚池鄉日月潭中正路23號
No. 23, Zhongzheng Rd., Yuchi Township, Nantou County, Taiwan (R.O.C.)
",120.923311,23.87152,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
82,南投縣            Nantou County,MFR MFT,友山尊爵酒店  Yoou Shan Grand Hotel,"一品苑、百匯廳、16H旋轉餐廳                          Royal Court Restaurant, Monarch Buffet, 16H Revolving Restaurant",中式 - 套團餐/自助早餐/住宿  Set/ Group Meals of Chinese Foods/ Breakfast of Buffet/ Accommodation,-583,"南投縣埔里鎮樹人路131號                            No.131, Shuren Rd., Puli Township, Nantou County, Taiwan (R.O.C.)",120.9754634,23.9599502,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
83,南投縣            Nantou County,MFR MFT,日月行館       Wen Wan Hotel & Resorts,萬象餐廳                 Kitchen 139,早餐及下午茶/住宿 Breakfast&Afternoon Tea/Accommodation,-5003,南投縣魚池鄉中興路139號                     No.139 Jhongsing Rd. Yuchih Township Nantou County 555 Taiwan (R.O.C.),120.9092922,23.8635325,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
84,南投縣            Nantou County,MFT,黑爵士民宿  Black Jazz Inn,-,"早餐/住宿
Breakfast/Accommodation",-8313,南投縣埔里鎮桃米里1鄰桃米路6號,120.921149,23.943579,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
85,雲林縣Yunlin County,MFR MFT,劍湖山世界王子大飯店(五星級) Janfusan Prince Hotel (Five Star),蔚藍西餐廳         Blue Garden Restaurant ,"早午晚餐/住宿
Breakfast & Lunch & Dinner/ Accommodation",-7812,"雲林縣古坑鄉永光村大湖口67號 No.67-8,Dahukou,Gukeng Township,Yunlin County,Taiwan(R.O.C)",120.579445,23.615859,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
86,"雲林縣   
Yunlin County",MFR,"劍湖山世界
Janfusan fancyworld","酷咖啡
KU Coffee","午晚餐
Lunch & Dinner",-5485,"雲林縣古坑鄉永光村大湖口67號 No.67-8,Dahukou,Gukeng Township,Yunlin County,Taiwan(R.O.C)",120.579445,23.615859,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
87,嘉義市   Chiayi City,MR,人豪國際有限公司,"爵士印尼風小館
Toko Wiwi Restaurant
",印尼小吃   Indonesian Snacks,-6665,"嘉義市西區西門街1號
No. 1, Ximen St., W. Dist., Chiayi City, Taiwan (R.O.C.)",120.4436708,23.4716206,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
88,嘉義市   Chiayi City,MR,-,烏司答土耳其居家料理                  Private Chef Kitchen,土耳其料理  Turkish Cuisine,-5380,"嘉義市東區東洋新村240號                   No.240, Dongyangxincun, East Dist., Chiayi City 600, Taiwan (R.O.C.)",120.4884623,23.4835815,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
89,嘉義市   Chiayi City,MFR MFT,耐斯王子大飯店(5星級)   Nice Prince Hotel (5 Star),萬國百匯西餐廳  7F Fusion Restaurant,中式套餐/早餐/住宿    Chinese Set Meals/Breakfast/Accommodation,-9327,"嘉義市東區忠孝路600號                           No. 600, Zhongxiao Rd., E. Dist., Chiayi City, Taiwan (R.O.C.)  ",120.4525821,23.4965197,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
90,嘉義市   Chiayi City,MFR MFT,兆品酒店(4星級)                   Maison De Chine Hotel (4 Star),咖啡廳                 Caf?,西式 - 套餐/自助早餐/住宿                    Set Meals of Western Foods/ Breakfast of Buffet/ Accommodation,-3346,"嘉義市文化路257號                                       No.257, Wenhua Rd., West Dist., Chiayi City, Taiwan (R.O.C.)",120.4486712,23.4834449,中國回教協會  Certification issued by Chinese Muslim Association,"※MR=穆斯林餐廳  ※MR=Muslim Restaurant
※MFR=穆斯林友善餐廳  ※MFR=Muslim-Friendly Restaurant
※MFT=穆斯林友善餐旅  ※MFT=Muslim-Friendly Tourism
※HK=清真(中央)廚房  ※HK=Halal Kitchen(Central Kitchen)
※如欲至上述休閒農場或飯店之穆斯林友好餐廳用餐之教親，煩請至少於三天前去電訂購穆斯林餐，以利業者準備。
※If you want to make reservations at Muslim Friendly Restaurants of the above farms and hotels, please inform them of your need for a Muslim meal 3 days in advance."
